t,timestamp_utc,timestamp_local
49,2026-02-22T15:17:09.7536736+00:00,2026-02-22 17:17:09
50,2026-02-22T15:17:10.9176821+00:00,2026-02-22 17:17:10
51,2026-02-22T15:17:12.0865893+00:00,2026-02-22 17:17:12
52,2026-02-22T15:17:13.2570739+00:00,2026-02-22 17:17:13
53,2026-02-22T15:17:14.4467716+00:00,2026-02-22 17:17:14
54,2026-02-22T15:17:15.6318136+00:00,2026-02-22 17:17:15
55,2026-02-22T15:17:16.7971871+00:00,2026-02-22 17:17:16
56,2026-02-22T15:17:17.9682067+00:00,2026-02-22 17:17:17
57,2026-02-22T15:17:19.1378191+00:00,2026-02-22 17:17:19
58,2026-02-22T15:17:20.3141923+00:00,2026-02-22 17:17:20
59,2026-02-22T15:17:21.4874398+00:00,2026-02-22 17:17:21
60,2026-02-22T15:17:22.6784715+00:00,2026-02-22 17:17:22
61,2026-02-22T15:17:23.8750639+00:00,2026-02-22 17:17:23
62,2026-02-22T15:17:25.0803656+00:00,2026-02-22 17:17:25
63,2026-02-22T15:17:26.2535699+00:00,2026-02-22 17:17:26
64,2026-02-22T15:17:27.4327575+00:00,2026-02-22 17:17:27
65,2026-02-22T15:17:28.6442137+00:00,2026-02-22 17:17:28
66,2026-02-22T15:17:29.8867324+00:00,2026-02-22 17:17:29
67,2026-02-22T15:17:31.0870749+00:00,2026-02-22 17:17:31
68,2026-02-22T15:17:32.2794579+00:00,2026-02-22 17:17:32
69,2026-02-22T15:17:33.4713921+00:00,2026-02-22 17:17:33
70,2026-02-22T15:17:34.6578775+00:00,2026-02-22 17:17:34
71,2026-02-22T15:17:35.8588551+00:00,2026-02-22 17:17:35
72,2026-02-22T15:17:37.0694254+00:00,2026-02-22 17:17:37
73,2026-02-22T15:17:38.2737686+00:00,2026-02-22 17:17:38
74,2026-02-22T15:17:39.4684914+00:00,2026-02-22 17:17:39
75,2026-02-22T15:17:40.6568000+00:00,2026-02-22 17:17:40
76,2026-02-22T15:17:41.8794193+00:00,2026-02-22 17:17:41
77,2026-02-22T15:17:43.1132836+00:00,2026-02-22 17:17:43
78,2026-02-22T15:17:44.3474174+00:00,2026-02-22 17:17:44
79,2026-02-22T15:17:45.5720233+00:00,2026-02-22 17:17:45
80,2026-02-22T15:17:46.7804648+00:00,2026-02-22 17:17:46
81,2026-02-22T15:17:48.0068102+00:00,2026-02-22 17:17:48
82,2026-02-22T15:17:49.2690619+00:00,2026-02-22 17:17:49
83,2026-02-22T15:17:50.5037364+00:00,2026-02-22 17:17:50
84,2026-02-22T15:17:51.7521902+00:00,2026-02-22 17:17:51
85,2026-02-22T15:17:52.9848729+00:00,2026-02-22 17:17:52
86,2026-02-22T15:17:54.2040198+00:00,2026-02-22 17:17:54
87,2026-02-22T15:17:55.4232663+00:00,2026-02-22 17:17:55
88,2026-02-22T15:17:56.6592917+00:00,2026-02-22 17:17:56
89,2026-02-22T15:17:57.9030181+00:00,2026-02-22 17:17:57
90,2026-02-22T15:17:59.1387443+00:00,2026-02-22 17:17:59
91,2026-02-22T15:18:00.3740398+00:00,2026-02-22 17:18:00
92,2026-02-22T15:18:01.5839119+00:00,2026-02-22 17:18:01
93,2026-02-22T15:18:02.7903546+00:00,2026-02-22 17:18:02
94,2026-02-22T15:18:04.0119679+00:00,2026-02-22 17:18:04
95,2026-02-22T15:18:05.2591935+00:00,2026-02-22 17:18:05
96,2026-02-22T15:18:06.4971491+00:00,2026-02-22 17:18:06
97,2026-02-22T15:18:07.7218829+00:00,2026-02-22 17:18:07
98,2026-02-22T15:18:08.9366685+00:00,2026-02-22 17:18:08
99,2026-02-22T15:18:10.1629580+00:00,2026-02-22 17:18:10
100,2026-02-22T15:18:11.4030439+00:00,2026-02-22 17:18:11
101,2026-02-22T15:18:12.6485547+00:00,2026-02-22 17:18:12
102,2026-02-22T15:18:13.8917012+00:00,2026-02-22 17:18:13
103,2026-02-22T15:18:15.1008007+00:00,2026-02-22 17:18:15
104,2026-02-22T15:18:16.3049843+00:00,2026-02-22 17:18:16
105,2026-02-22T15:18:17.5223184+00:00,2026-02-22 17:18:17
106,2026-02-22T15:18:18.7511689+00:00,2026-02-22 17:18:18
107,2026-02-22T15:18:19.9762308+00:00,2026-02-22 17:18:19
108,2026-02-22T15:18:21.2132212+00:00,2026-02-22 17:18:21
109,2026-02-22T15:18:22.4215914+00:00,2026-02-22 17:18:22
110,2026-02-22T15:18:23.6378351+00:00,2026-02-22 17:18:23
111,2026-02-22T15:18:24.8506488+00:00,2026-02-22 17:18:24
112,2026-02-22T15:18:26.0982966+00:00,2026-02-22 17:18:26
113,2026-02-22T15:18:27.3357854+00:00,2026-02-22 17:18:27
114,2026-02-22T15:18:28.5726625+00:00,2026-02-22 17:18:28
115,2026-02-22T15:18:29.7779678+00:00,2026-02-22 17:18:29
116,2026-02-22T15:18:30.9803338+00:00,2026-02-22 17:18:30
117,2026-02-22T15:18:32.2030046+00:00,2026-02-22 17:18:32
118,2026-02-22T15:18:33.4445115+00:00,2026-02-22 17:18:33
119,2026-02-22T15:18:34.6735876+00:00,2026-02-22 17:18:34
120,2026-02-22T15:18:35.9065503+00:00,2026-02-22 17:18:35
121,2026-02-22T15:18:37.1154061+00:00,2026-02-22 17:18:37
122,2026-02-22T15:18:38.3422606+00:00,2026-02-22 17:18:38
123,2026-02-22T15:18:39.5629240+00:00,2026-02-22 17:18:39
124,2026-02-22T15:18:40.8085313+00:00,2026-02-22 17:18:40
125,2026-02-22T15:18:42.0442328+00:00,2026-02-22 17:18:42
126,2026-02-22T15:18:43.2605549+00:00,2026-02-22 17:18:43
127,2026-02-22T15:18:44.4744378+00:00,2026-02-22 17:18:44
128,2026-02-22T15:18:45.6928274+00:00,2026-02-22 17:18:45
129,2026-02-22T15:18:46.9004252+00:00,2026-02-22 17:18:46
130,2026-02-22T15:18:48.1170833+00:00,2026-02-22 17:18:48
131,2026-02-22T15:18:49.3625889+00:00,2026-02-22 17:18:49
132,2026-02-22T15:18:50.5606325+00:00,2026-02-22 17:18:50
133,2026-02-22T15:18:51.7906854+00:00,2026-02-22 17:18:51
134,2026-02-22T15:18:53.0088894+00:00,2026-02-22 17:18:53
135,2026-02-22T15:18:54.2115095+00:00,2026-02-22 17:18:54
136,2026-02-22T15:18:55.4281808+00:00,2026-02-22 17:18:55
137,2026-02-22T15:18:56.6563055+00:00,2026-02-22 17:18:56
138,2026-02-22T15:18:57.9014363+00:00,2026-02-22 17:18:57
139,2026-02-22T15:18:59.1138398+00:00,2026-02-22 17:18:59
140,2026-02-22T15:19:00.3261658+00:00,2026-02-22 17:19:00
141,2026-02-22T15:19:01.5413636+00:00,2026-02-22 17:19:01
142,2026-02-22T15:19:02.7767306+00:00,2026-02-22 17:19:02
143,2026-02-22T15:19:04.0005999+00:00,2026-02-22 17:19:04
144,2026-02-22T15:19:05.2411888+00:00,2026-02-22 17:19:05
145,2026-02-22T15:19:06.4582704+00:00,2026-02-22 17:19:06
146,2026-02-22T15:19:07.6691940+00:00,2026-02-22 17:19:07
147,2026-02-22T15:19:08.8835695+00:00,2026-02-22 17:19:08
148,2026-02-22T15:19:10.1252551+00:00,2026-02-22 17:19:10
149,2026-02-22T15:19:11.3290418+00:00,2026-02-22 17:19:11
150,2026-02-22T15:19:12.5332364+00:00,2026-02-22 17:19:12
151,2026-02-22T15:19:13.7466639+00:00,2026-02-22 17:19:13
152,2026-02-22T15:19:14.9433693+00:00,2026-02-22 17:19:14
153,2026-02-22T15:19:16.1375427+00:00,2026-02-22 17:19:16
154,2026-02-22T15:19:17.3359806+00:00,2026-02-22 17:19:17
155,2026-02-22T15:19:18.5396519+00:00,2026-02-22 17:19:18
156,2026-02-22T15:19:19.7565384+00:00,2026-02-22 17:19:19
157,2026-02-22T15:19:20.9713297+00:00,2026-02-22 17:19:20
158,2026-02-22T15:19:22.1937495+00:00,2026-02-22 17:19:22
159,2026-02-22T15:19:23.3942227+00:00,2026-02-22 17:19:23
160,2026-02-22T15:19:24.5888137+00:00,2026-02-22 17:19:24
161,2026-02-22T15:19:25.8100795+00:00,2026-02-22 17:19:25
162,2026-02-22T15:19:27.0376767+00:00,2026-02-22 17:19:27
163,2026-02-22T15:19:28.2503484+00:00,2026-02-22 17:19:28
164,2026-02-22T15:19:29.4562622+00:00,2026-02-22 17:19:29
165,2026-02-22T15:19:30.6770988+00:00,2026-02-22 17:19:30
166,2026-02-22T15:19:31.8957293+00:00,2026-02-22 17:19:31
167,2026-02-22T15:19:33.1069189+00:00,2026-02-22 17:19:33
168,2026-02-22T15:19:34.3360761+00:00,2026-02-22 17:19:34
169,2026-02-22T15:19:35.5378491+00:00,2026-02-22 17:19:35
170,2026-02-22T15:19:36.7368294+00:00,2026-02-22 17:19:36
171,2026-02-22T15:19:37.9585893+00:00,2026-02-22 17:19:37
172,2026-02-22T15:19:39.1833490+00:00,2026-02-22 17:19:39
173,2026-02-22T15:19:40.3991224+00:00,2026-02-22 17:19:40
174,2026-02-22T15:19:41.6320456+00:00,2026-02-22 17:19:41
175,2026-02-22T15:19:42.8456858+00:00,2026-02-22 17:19:42
176,2026-02-22T15:19:44.0630074+00:00,2026-02-22 17:19:44
177,2026-02-22T15:19:45.2826809+00:00,2026-02-22 17:19:45
178,2026-02-22T15:19:46.4961786+00:00,2026-02-22 17:19:46
179,2026-02-22T15:19:47.7173913+00:00,2026-02-22 17:19:47
180,2026-02-22T15:19:48.9429298+00:00,2026-02-22 17:19:48
181,2026-02-22T15:19:50.1366868+00:00,2026-02-22 17:19:50
182,2026-02-22T15:19:51.3394724+00:00,2026-02-22 17:19:51
183,2026-02-22T15:19:52.5607992+00:00,2026-02-22 17:19:52
184,2026-02-22T15:19:53.7784464+00:00,2026-02-22 17:19:53
185,2026-02-22T15:19:55.0065480+00:00,2026-02-22 17:19:55
186,2026-02-22T15:19:56.2458795+00:00,2026-02-22 17:19:56
187,2026-02-22T15:19:57.4584409+00:00,2026-02-22 17:19:57
188,2026-02-22T15:19:58.6657485+00:00,2026-02-22 17:19:58
189,2026-02-22T15:19:59.8715851+00:00,2026-02-22 17:19:59
190,2026-02-22T15:20:01.1307224+00:00,2026-02-22 17:20:01
191,2026-02-22T15:20:02.3730101+00:00,2026-02-22 17:20:02
192,2026-02-22T15:20:03.5863872+00:00,2026-02-22 17:20:03
193,2026-02-22T15:20:04.7895790+00:00,2026-02-22 17:20:04
194,2026-02-22T15:20:06.1241594+00:00,2026-02-22 17:20:06
195,2026-02-22T15:20:07.3338009+00:00,2026-02-22 17:20:07
196,2026-02-22T15:20:08.5883626+00:00,2026-02-22 17:20:08
197,2026-02-22T15:20:09.7951812+00:00,2026-02-22 17:20:09
198,2026-02-22T15:20:10.9996772+00:00,2026-02-22 17:20:10
199,2026-02-22T15:20:12.2224861+00:00,2026-02-22 17:20:12
200,2026-02-22T15:20:13.4628905+00:00,2026-02-22 17:20:13
201,2026-02-22T15:20:14.7028779+00:00,2026-02-22 17:20:14
202,2026-02-22T15:20:15.9169130+00:00,2026-02-22 17:20:15
203,2026-02-22T15:20:17.1329114+00:00,2026-02-22 17:20:17
204,2026-02-22T15:20:18.3448099+00:00,2026-02-22 17:20:18
205,2026-02-22T15:20:19.5335322+00:00,2026-02-22 17:20:19
206,2026-02-22T15:20:20.7761400+00:00,2026-02-22 17:20:20
207,2026-02-22T15:20:21.9846299+00:00,2026-02-22 17:20:21
208,2026-02-22T15:20:23.1744634+00:00,2026-02-22 17:20:23
209,2026-02-22T15:20:24.3818245+00:00,2026-02-22 17:20:24
210,2026-02-22T15:20:25.6259140+00:00,2026-02-22 17:20:25
211,2026-02-22T15:20:26.8809350+00:00,2026-02-22 17:20:26
212,2026-02-22T15:20:28.1364447+00:00,2026-02-22 17:20:28
213,2026-02-22T15:20:29.3771607+00:00,2026-02-22 17:20:29
214,2026-02-22T15:20:30.6204604+00:00,2026-02-22 17:20:30
215,2026-02-22T15:20:31.9427923+00:00,2026-02-22 17:20:31
216,2026-02-22T15:20:33.2130660+00:00,2026-02-22 17:20:33
217,2026-02-22T15:20:34.4416169+00:00,2026-02-22 17:20:34
218,2026-02-22T15:20:35.7846728+00:00,2026-02-22 17:20:35
219,2026-02-22T15:20:37.1781093+00:00,2026-02-22 17:20:37
220,2026-02-22T15:20:38.4914009+00:00,2026-02-22 17:20:38
221,2026-02-22T15:20:39.8969541+00:00,2026-02-22 17:20:39
222,2026-02-22T15:20:41.5982918+00:00,2026-02-22 17:20:41
223,2026-02-22T15:20:43.2268796+00:00,2026-02-22 17:20:43
224,2026-02-22T15:20:44.8537232+00:00,2026-02-22 17:20:44
225,2026-02-22T15:20:46.4762486+00:00,2026-02-22 17:20:46
226,2026-02-22T15:20:48.2420028+00:00,2026-02-22 17:20:48
227,2026-02-22T15:20:49.8995516+00:00,2026-02-22 17:20:49
228,2026-02-22T15:20:51.6632036+00:00,2026-02-22 17:20:51
229,2026-02-22T15:20:53.3657022+00:00,2026-02-22 17:20:53
230,2026-02-22T15:20:55.0643218+00:00,2026-02-22 17:20:55
231,2026-02-22T15:20:56.7969629+00:00,2026-02-22 17:20:56
232,2026-02-22T15:20:58.4592420+00:00,2026-02-22 17:20:58
233,2026-02-22T15:21:00.0894476+00:00,2026-02-22 17:21:00
234,2026-02-22T15:21:01.7278484+00:00,2026-02-22 17:21:01
235,2026-02-22T15:21:03.3706125+00:00,2026-02-22 17:21:03
236,2026-02-22T15:21:05.0965657+00:00,2026-02-22 17:21:05
237,2026-02-22T15:21:06.6151282+00:00,2026-02-22 17:21:06
238,2026-02-22T15:21:07.9144102+00:00,2026-02-22 17:21:07
239,2026-02-22T15:21:09.1826026+00:00,2026-02-22 17:21:09
240,2026-02-22T15:21:10.4305632+00:00,2026-02-22 17:21:10
241,2026-02-22T15:21:11.7714574+00:00,2026-02-22 17:21:11
242,2026-02-22T15:21:12.9950589+00:00,2026-02-22 17:21:12
243,2026-02-22T15:21:14.2805491+00:00,2026-02-22 17:21:14
244,2026-02-22T15:21:15.5945454+00:00,2026-02-22 17:21:15
245,2026-02-22T15:21:16.8490728+00:00,2026-02-22 17:21:16
246,2026-02-22T15:21:18.0706231+00:00,2026-02-22 17:21:18
247,2026-02-22T15:21:19.2899551+00:00,2026-02-22 17:21:19
248,2026-02-22T15:21:20.5297799+00:00,2026-02-22 17:21:20
249,2026-02-22T15:21:21.7554340+00:00,2026-02-22 17:21:21
250,2026-02-22T15:21:23.0002219+00:00,2026-02-22 17:21:23
251,2026-02-22T15:21:24.2413877+00:00,2026-02-22 17:21:24
252,2026-02-22T15:21:25.4976695+00:00,2026-02-22 17:21:25
253,2026-02-22T15:21:26.8433591+00:00,2026-02-22 17:21:26
254,2026-02-22T15:21:28.0931878+00:00,2026-02-22 17:21:28
255,2026-02-22T15:21:29.3260533+00:00,2026-02-22 17:21:29
256,2026-02-22T15:21:30.6013899+00:00,2026-02-22 17:21:30
257,2026-02-22T15:21:31.8244104+00:00,2026-02-22 17:21:31
258,2026-02-22T15:21:33.0495524+00:00,2026-02-22 17:21:33
259,2026-02-22T15:21:34.2714945+00:00,2026-02-22 17:21:34
260,2026-02-22T15:21:35.5007222+00:00,2026-02-22 17:21:35
261,2026-02-22T15:21:36.7357049+00:00,2026-02-22 17:21:36
262,2026-02-22T15:21:37.9987212+00:00,2026-02-22 17:21:37
263,2026-02-22T15:21:39.2367414+00:00,2026-02-22 17:21:39
264,2026-02-22T15:21:40.4705524+00:00,2026-02-22 17:21:40
265,2026-02-22T15:21:41.7001820+00:00,2026-02-22 17:21:41
266,2026-02-22T15:21:42.9411670+00:00,2026-02-22 17:21:42
267,2026-02-22T15:21:44.2005543+00:00,2026-02-22 17:21:44
268,2026-02-22T15:21:45.4512497+00:00,2026-02-22 17:21:45
269,2026-02-22T15:21:46.7031997+00:00,2026-02-22 17:21:46
270,2026-02-22T15:21:48.0439384+00:00,2026-02-22 17:21:48
271,2026-02-22T15:21:49.2828476+00:00,2026-02-22 17:21:49
272,2026-02-22T15:21:50.5312720+00:00,2026-02-22 17:21:50
273,2026-02-22T15:21:51.7769643+00:00,2026-02-22 17:21:51
274,2026-02-22T15:21:53.0380660+00:00,2026-02-22 17:21:53
275,2026-02-22T15:21:54.3206773+00:00,2026-02-22 17:21:54
276,2026-02-22T15:21:55.5429336+00:00,2026-02-22 17:21:55
277,2026-02-22T15:21:56.7845147+00:00,2026-02-22 17:21:56
278,2026-02-22T15:21:58.0348504+00:00,2026-02-22 17:21:58
279,2026-02-22T15:21:59.2908164+00:00,2026-02-22 17:21:59
280,2026-02-22T15:22:00.6343801+00:00,2026-02-22 17:22:00
281,2026-02-22T15:22:01.8733296+00:00,2026-02-22 17:22:01
282,2026-02-22T15:22:03.1516954+00:00,2026-02-22 17:22:03
283,2026-02-22T15:22:04.4048874+00:00,2026-02-22 17:22:04
284,2026-02-22T15:22:05.6629557+00:00,2026-02-22 17:22:05
285,2026-02-22T15:22:06.9053214+00:00,2026-02-22 17:22:06
286,2026-02-22T15:22:08.1481248+00:00,2026-02-22 17:22:08
287,2026-02-22T15:22:09.3694316+00:00,2026-02-22 17:22:09
288,2026-02-22T15:22:10.6007069+00:00,2026-02-22 17:22:10
289,2026-02-22T15:22:11.8383166+00:00,2026-02-22 17:22:11
290,2026-02-22T15:22:13.0714336+00:00,2026-02-22 17:22:13
291,2026-02-22T15:22:14.3200237+00:00,2026-02-22 17:22:14
292,2026-02-22T15:22:15.5569434+00:00,2026-02-22 17:22:15
293,2026-02-22T15:22:16.7754294+00:00,2026-02-22 17:22:16
294,2026-02-22T15:22:18.0148643+00:00,2026-02-22 17:22:18
295,2026-02-22T15:22:19.2542355+00:00,2026-02-22 17:22:19
296,2026-02-22T15:22:20.4845485+00:00,2026-02-22 17:22:20
297,2026-02-22T15:22:21.7136273+00:00,2026-02-22 17:22:21
298,2026-02-22T15:22:22.9354410+00:00,2026-02-22 17:22:22
299,2026-02-22T15:22:24.1681836+00:00,2026-02-22 17:22:24
