t,timestamp_utc,timestamp_local
30,2026-02-21T20:01:20.4391148+00:00,2026-02-21 22:01:20
31,2026-02-21T20:01:22.8967570+00:00,2026-02-21 22:01:22
32,2026-02-21T20:01:25.4121602+00:00,2026-02-21 22:01:25
33,2026-02-21T20:01:27.7956536+00:00,2026-02-21 22:01:27
34,2026-02-21T20:01:30.1504612+00:00,2026-02-21 22:01:30
35,2026-02-21T20:01:32.7067746+00:00,2026-02-21 22:01:32
36,2026-02-21T20:01:35.2046409+00:00,2026-02-21 22:01:35
37,2026-02-21T20:01:37.7247803+00:00,2026-02-21 22:01:37
38,2026-02-21T20:01:40.1085855+00:00,2026-02-21 22:01:40
39,2026-02-21T20:01:42.5206615+00:00,2026-02-21 22:01:42
40,2026-02-21T20:01:44.8774407+00:00,2026-02-21 22:01:44
41,2026-02-21T20:01:47.2069303+00:00,2026-02-21 22:01:47
42,2026-02-21T20:01:49.6382567+00:00,2026-02-21 22:01:49
43,2026-02-21T20:01:52.2348255+00:00,2026-02-21 22:01:52
44,2026-02-21T20:01:54.7026817+00:00,2026-02-21 22:01:54
45,2026-02-21T20:01:57.1205596+00:00,2026-02-21 22:01:57
46,2026-02-21T20:01:59.5749973+00:00,2026-02-21 22:01:59
47,2026-02-21T20:02:01.9944731+00:00,2026-02-21 22:02:01
48,2026-02-21T20:02:04.4343118+00:00,2026-02-21 22:02:04
49,2026-02-21T20:02:06.8944082+00:00,2026-02-21 22:02:06
50,2026-02-21T20:02:09.3443645+00:00,2026-02-21 22:02:09
51,2026-02-21T20:02:11.9974431+00:00,2026-02-21 22:02:11
52,2026-02-21T20:02:14.4662291+00:00,2026-02-21 22:02:14
53,2026-02-21T20:02:16.9225812+00:00,2026-02-21 22:02:16
54,2026-02-21T20:02:19.3618627+00:00,2026-02-21 22:02:19
55,2026-02-21T20:02:21.8163417+00:00,2026-02-21 22:02:21
56,2026-02-21T20:02:24.2595412+00:00,2026-02-21 22:02:24
57,2026-02-21T20:02:26.7024238+00:00,2026-02-21 22:02:26
58,2026-02-21T20:02:29.1365780+00:00,2026-02-21 22:02:29
59,2026-02-21T20:02:31.5777490+00:00,2026-02-21 22:02:31
60,2026-02-21T20:02:34.0080219+00:00,2026-02-21 22:02:34
61,2026-02-21T20:02:36.4379219+00:00,2026-02-21 22:02:36
62,2026-02-21T20:02:37.5807272+00:00,2026-02-21 22:02:37
63,2026-02-21T20:02:38.4081360+00:00,2026-02-21 22:02:38
64,2026-02-21T20:02:39.5654582+00:00,2026-02-21 22:02:39
65,2026-02-21T20:02:40.3964714+00:00,2026-02-21 22:02:40
66,2026-02-21T20:02:41.5604640+00:00,2026-02-21 22:02:41
67,2026-02-21T20:02:42.3871553+00:00,2026-02-21 22:02:42
68,2026-02-21T20:02:43.5480455+00:00,2026-02-21 22:02:43
69,2026-02-21T20:02:44.3857627+00:00,2026-02-21 22:02:44
70,2026-02-21T20:02:45.5689044+00:00,2026-02-21 22:02:45
71,2026-02-21T20:02:46.7340850+00:00,2026-02-21 22:02:46
72,2026-02-21T20:02:47.5656673+00:00,2026-02-21 22:02:47
73,2026-02-21T20:02:48.7256463+00:00,2026-02-21 22:02:48
74,2026-02-21T20:02:49.5478682+00:00,2026-02-21 22:02:49
75,2026-02-21T20:02:50.7233423+00:00,2026-02-21 22:02:50
76,2026-02-21T20:02:51.5601316+00:00,2026-02-21 22:02:51
77,2026-02-21T20:02:52.7301097+00:00,2026-02-21 22:02:52
78,2026-02-21T20:02:53.5511587+00:00,2026-02-21 22:02:53
79,2026-02-21T20:02:54.7142449+00:00,2026-02-21 22:02:54
80,2026-02-21T20:02:55.5418968+00:00,2026-02-21 22:02:55
81,2026-02-21T20:02:56.7001040+00:00,2026-02-21 22:02:56
82,2026-02-21T20:02:57.5362003+00:00,2026-02-21 22:02:57
83,2026-02-21T20:02:58.7091568+00:00,2026-02-21 22:02:58
84,2026-02-21T20:02:59.5564484+00:00,2026-02-21 22:02:59
85,2026-02-21T20:03:00.7174287+00:00,2026-02-21 22:03:00
86,2026-02-21T20:03:01.5501176+00:00,2026-02-21 22:03:01
87,2026-02-21T20:03:02.7295146+00:00,2026-02-21 22:03:02
88,2026-02-21T20:03:03.5544240+00:00,2026-02-21 22:03:03
89,2026-02-21T20:03:04.7189213+00:00,2026-02-21 22:03:04
90,2026-02-21T20:03:05.5344724+00:00,2026-02-21 22:03:05
91,2026-02-21T20:03:06.7015430+00:00,2026-02-21 22:03:06
92,2026-02-21T20:03:07.5506483+00:00,2026-02-21 22:03:07
93,2026-02-21T20:03:08.7147212+00:00,2026-02-21 22:03:08
94,2026-02-21T20:03:09.5335370+00:00,2026-02-21 22:03:09
95,2026-02-21T20:03:10.7209278+00:00,2026-02-21 22:03:10
96,2026-02-21T20:03:11.5441793+00:00,2026-02-21 22:03:11
97,2026-02-21T20:03:12.7142521+00:00,2026-02-21 22:03:12
98,2026-02-21T20:03:13.5351649+00:00,2026-02-21 22:03:13
99,2026-02-21T20:03:14.7105549+00:00,2026-02-21 22:03:14
