t,timestamp_utc,timestamp_local
49,2026-02-21T19:27:02.9839996+00:00,2026-02-21 21:27:02
50,2026-02-21T19:27:03.0222198+00:00,2026-02-21 21:27:03
51,2026-02-21T19:27:03.6241410+00:00,2026-02-21 21:27:03
52,2026-02-21T19:27:03.6677822+00:00,2026-02-21 21:27:03
53,2026-02-21T19:27:03.7052513+00:00,2026-02-21 21:27:03
54,2026-02-21T19:27:03.7429903+00:00,2026-02-21 21:27:03
55,2026-02-21T19:27:03.7974850+00:00,2026-02-21 21:27:03
56,2026-02-21T19:27:03.8341112+00:00,2026-02-21 21:27:03
57,2026-02-21T19:27:03.8656161+00:00,2026-02-21 21:27:03
58,2026-02-21T19:27:03.9010944+00:00,2026-02-21 21:27:03
59,2026-02-21T19:27:03.9510124+00:00,2026-02-21 21:27:03
60,2026-02-21T19:27:03.9789539+00:00,2026-02-21 21:27:03
61,2026-02-21T19:27:04.3775500+00:00,2026-02-21 21:27:04
62,2026-02-21T19:27:04.4211040+00:00,2026-02-21 21:27:04
63,2026-02-21T19:27:04.4685923+00:00,2026-02-21 21:27:04
64,2026-02-21T19:27:04.5015962+00:00,2026-02-21 21:27:04
65,2026-02-21T19:27:04.5379246+00:00,2026-02-21 21:27:04
66,2026-02-21T19:27:04.5729528+00:00,2026-02-21 21:27:04
67,2026-02-21T19:27:04.6177602+00:00,2026-02-21 21:27:04
68,2026-02-21T19:27:04.6615220+00:00,2026-02-21 21:27:04
69,2026-02-21T19:27:04.6990289+00:00,2026-02-21 21:27:04
70,2026-02-21T19:27:04.7372072+00:00,2026-02-21 21:27:04
71,2026-02-21T19:27:05.1427751+00:00,2026-02-21 21:27:05
72,2026-02-21T19:27:05.1891348+00:00,2026-02-21 21:27:05
73,2026-02-21T19:27:05.2238593+00:00,2026-02-21 21:27:05
74,2026-02-21T19:27:05.2580452+00:00,2026-02-21 21:27:05
75,2026-02-21T19:27:05.3005515+00:00,2026-02-21 21:27:05
76,2026-02-21T19:27:05.3255513+00:00,2026-02-21 21:27:05
77,2026-02-21T19:27:05.3534304+00:00,2026-02-21 21:27:05
78,2026-02-21T19:27:05.3744855+00:00,2026-02-21 21:27:05
79,2026-02-21T19:27:05.4103795+00:00,2026-02-21 21:27:05
80,2026-02-21T19:27:05.4445889+00:00,2026-02-21 21:27:05
81,2026-02-21T19:27:05.8025735+00:00,2026-02-21 21:27:05
82,2026-02-21T19:27:05.8325106+00:00,2026-02-21 21:27:05
83,2026-02-21T19:27:05.8723994+00:00,2026-02-21 21:27:05
84,2026-02-21T19:27:05.9009118+00:00,2026-02-21 21:27:05
85,2026-02-21T19:27:05.9335770+00:00,2026-02-21 21:27:05
86,2026-02-21T19:27:05.9639160+00:00,2026-02-21 21:27:05
87,2026-02-21T19:27:05.9967761+00:00,2026-02-21 21:27:05
88,2026-02-21T19:27:06.0291311+00:00,2026-02-21 21:27:06
89,2026-02-21T19:27:06.0578254+00:00,2026-02-21 21:27:06
90,2026-02-21T19:27:06.0812190+00:00,2026-02-21 21:27:06
91,2026-02-21T19:27:06.4460537+00:00,2026-02-21 21:27:06
92,2026-02-21T19:27:06.4829646+00:00,2026-02-21 21:27:06
93,2026-02-21T19:27:06.5161525+00:00,2026-02-21 21:27:06
94,2026-02-21T19:27:06.5431982+00:00,2026-02-21 21:27:06
95,2026-02-21T19:27:06.5888859+00:00,2026-02-21 21:27:06
96,2026-02-21T19:27:06.6207636+00:00,2026-02-21 21:27:06
97,2026-02-21T19:27:06.6472852+00:00,2026-02-21 21:27:06
98,2026-02-21T19:27:06.6763572+00:00,2026-02-21 21:27:06
99,2026-02-21T19:27:06.7158758+00:00,2026-02-21 21:27:06
