t,timestamp_utc,timestamp_local
87,2026-02-22T19:22:00.2516412+00:00,2026-02-22 21:22:00
88,2026-02-22T19:22:20.2787477+00:00,2026-02-22 21:22:20
89,2026-02-22T19:22:40.8346105+00:00,2026-02-22 21:22:40
90,2026-02-22T19:23:00.5477962+00:00,2026-02-22 21:23:00
91,2026-02-22T19:23:19.9574278+00:00,2026-02-22 21:23:19
92,2026-02-22T19:23:39.7917753+00:00,2026-02-22 21:23:39
93,2026-02-22T19:23:59.2188747+00:00,2026-02-22 21:23:59
94,2026-02-22T19:24:19.1211075+00:00,2026-02-22 21:24:19
95,2026-02-22T19:24:38.5069402+00:00,2026-02-22 21:24:38
96,2026-02-22T19:24:58.2151724+00:00,2026-02-22 21:24:58
97,2026-02-22T19:25:17.2376764+00:00,2026-02-22 21:25:17
98,2026-02-22T19:25:36.0902342+00:00,2026-02-22 21:25:36
99,2026-02-22T19:25:54.9679928+00:00,2026-02-22 21:25:54
100,2026-02-22T19:26:14.4076459+00:00,2026-02-22 21:26:14
101,2026-02-22T19:26:32.9389579+00:00,2026-02-22 21:26:32
102,2026-02-22T19:26:51.7638100+00:00,2026-02-22 21:26:51
103,2026-02-22T19:27:10.4486716+00:00,2026-02-22 21:27:10
104,2026-02-22T19:27:30.3206619+00:00,2026-02-22 21:27:30
105,2026-02-22T19:27:49.4439574+00:00,2026-02-22 21:27:49
106,2026-02-22T19:28:08.1088236+00:00,2026-02-22 21:28:08
107,2026-02-22T19:28:27.0712645+00:00,2026-02-22 21:28:27
108,2026-02-22T19:28:46.1524470+00:00,2026-02-22 21:28:46
109,2026-02-22T19:29:05.1092136+00:00,2026-02-22 21:29:05
110,2026-02-22T19:29:24.5656066+00:00,2026-02-22 21:29:24
111,2026-02-22T19:29:44.0028260+00:00,2026-02-22 21:29:44
112,2026-02-22T19:30:02.9982003+00:00,2026-02-22 21:30:02
113,2026-02-22T19:30:21.8771382+00:00,2026-02-22 21:30:21
114,2026-02-22T19:30:40.5854613+00:00,2026-02-22 21:30:40
115,2026-02-22T19:30:59.1054481+00:00,2026-02-22 21:30:59
116,2026-02-22T19:31:18.4821488+00:00,2026-02-22 21:31:18
117,2026-02-22T19:31:37.3581090+00:00,2026-02-22 21:31:37
118,2026-02-22T19:31:56.0046158+00:00,2026-02-22 21:31:56
119,2026-02-22T19:32:14.8960524+00:00,2026-02-22 21:32:14
120,2026-02-22T19:32:33.7289584+00:00,2026-02-22 21:32:33
121,2026-02-22T19:32:52.1714907+00:00,2026-02-22 21:32:52
122,2026-02-22T19:33:10.7056659+00:00,2026-02-22 21:33:10
123,2026-02-22T19:33:29.8768421+00:00,2026-02-22 21:33:29
124,2026-02-22T19:33:48.9289169+00:00,2026-02-22 21:33:48
125,2026-02-22T19:34:07.8301331+00:00,2026-02-22 21:34:07
126,2026-02-22T19:34:27.4376376+00:00,2026-02-22 21:34:27
127,2026-02-22T19:34:46.4435458+00:00,2026-02-22 21:34:46
128,2026-02-22T19:35:05.7167731+00:00,2026-02-22 21:35:05
129,2026-02-22T19:35:25.5625130+00:00,2026-02-22 21:35:25
130,2026-02-22T19:35:44.4600408+00:00,2026-02-22 21:35:44
131,2026-02-22T19:36:04.1897340+00:00,2026-02-22 21:36:04
132,2026-02-22T19:36:23.5158037+00:00,2026-02-22 21:36:23
133,2026-02-22T19:36:42.8535090+00:00,2026-02-22 21:36:42
134,2026-02-22T19:37:01.7597488+00:00,2026-02-22 21:37:01
135,2026-02-22T19:37:20.9767586+00:00,2026-02-22 21:37:20
136,2026-02-22T19:37:40.9894278+00:00,2026-02-22 21:37:40
137,2026-02-22T19:38:01.4586507+00:00,2026-02-22 21:38:01
138,2026-02-22T19:38:20.2191895+00:00,2026-02-22 21:38:20
139,2026-02-22T19:38:40.4490934+00:00,2026-02-22 21:38:40
140,2026-02-22T19:39:01.6131760+00:00,2026-02-22 21:39:01
141,2026-02-22T19:39:18.9445693+00:00,2026-02-22 21:39:18
142,2026-02-22T19:39:39.1241791+00:00,2026-02-22 21:39:39
143,2026-02-22T19:40:00.5301480+00:00,2026-02-22 21:40:00
144,2026-02-22T19:40:19.3565088+00:00,2026-02-22 21:40:19
145,2026-02-22T19:40:41.8419961+00:00,2026-02-22 21:40:41
146,2026-02-22T19:41:03.0410702+00:00,2026-02-22 21:41:03
147,2026-02-22T19:41:24.7923375+00:00,2026-02-22 21:41:24
148,2026-02-22T19:41:45.7267177+00:00,2026-02-22 21:41:45
149,2026-02-22T19:42:06.4358274+00:00,2026-02-22 21:42:06
150,2026-02-22T19:42:26.9836875+00:00,2026-02-22 21:42:26
151,2026-02-22T19:42:44.0290288+00:00,2026-02-22 21:42:44
152,2026-02-22T19:43:01.1230151+00:00,2026-02-22 21:43:01
153,2026-02-22T19:43:18.3256687+00:00,2026-02-22 21:43:18
154,2026-02-22T19:43:38.0672401+00:00,2026-02-22 21:43:38
155,2026-02-22T19:43:57.4183437+00:00,2026-02-22 21:43:57
156,2026-02-22T19:44:16.8794284+00:00,2026-02-22 21:44:16
157,2026-02-22T19:44:36.2913015+00:00,2026-02-22 21:44:36
158,2026-02-22T19:44:55.7860989+00:00,2026-02-22 21:44:55
159,2026-02-22T19:45:14.6706885+00:00,2026-02-22 21:45:14
160,2026-02-22T19:45:33.5562184+00:00,2026-02-22 21:45:33
161,2026-02-22T19:45:52.0657910+00:00,2026-02-22 21:45:52
162,2026-02-22T19:46:11.0117297+00:00,2026-02-22 21:46:11
163,2026-02-22T19:46:29.8875618+00:00,2026-02-22 21:46:29
164,2026-02-22T19:46:49.7231921+00:00,2026-02-22 21:46:49
165,2026-02-22T19:47:09.7886001+00:00,2026-02-22 21:47:09
166,2026-02-22T19:47:29.0440944+00:00,2026-02-22 21:47:29
167,2026-02-22T19:47:48.9408155+00:00,2026-02-22 21:47:48
168,2026-02-22T19:48:09.6483410+00:00,2026-02-22 21:48:09
169,2026-02-22T19:48:29.8997478+00:00,2026-02-22 21:48:29
170,2026-02-22T19:48:50.1458096+00:00,2026-02-22 21:48:50
171,2026-02-22T19:49:09.9813584+00:00,2026-02-22 21:49:09
172,2026-02-22T19:49:29.9764100+00:00,2026-02-22 21:49:29
173,2026-02-22T19:49:50.2338208+00:00,2026-02-22 21:49:50
174,2026-02-22T19:50:09.7490014+00:00,2026-02-22 21:50:09
175,2026-02-22T19:50:29.9442346+00:00,2026-02-22 21:50:29
176,2026-02-22T19:50:50.5353398+00:00,2026-02-22 21:50:50
177,2026-02-22T19:51:11.1625340+00:00,2026-02-22 21:51:11
178,2026-02-22T19:51:31.0222606+00:00,2026-02-22 21:51:31
179,2026-02-22T19:51:48.4489722+00:00,2026-02-22 21:51:48
180,2026-02-22T19:52:05.7010861+00:00,2026-02-22 21:52:05
181,2026-02-22T19:52:22.7608292+00:00,2026-02-22 21:52:22
182,2026-02-22T19:52:39.9841906+00:00,2026-02-22 21:52:39
183,2026-02-22T19:52:57.1359881+00:00,2026-02-22 21:52:57
184,2026-02-22T19:53:14.2725207+00:00,2026-02-22 21:53:14
185,2026-02-22T19:53:31.3820503+00:00,2026-02-22 21:53:31
186,2026-02-22T19:53:48.6525195+00:00,2026-02-22 21:53:48
187,2026-02-22T19:54:05.9049600+00:00,2026-02-22 21:54:05
188,2026-02-22T19:54:23.0657260+00:00,2026-02-22 21:54:23
189,2026-02-22T19:54:40.2126390+00:00,2026-02-22 21:54:40
190,2026-02-22T19:54:57.3871165+00:00,2026-02-22 21:54:57
191,2026-02-22T19:55:14.5978622+00:00,2026-02-22 21:55:14
192,2026-02-22T19:55:31.9286843+00:00,2026-02-22 21:55:31
193,2026-02-22T19:55:49.0918354+00:00,2026-02-22 21:55:49
194,2026-02-22T19:56:06.1553740+00:00,2026-02-22 21:56:06
195,2026-02-22T19:56:23.3115385+00:00,2026-02-22 21:56:23
196,2026-02-22T19:56:44.0360626+00:00,2026-02-22 21:56:44
197,2026-02-22T19:57:04.4866457+00:00,2026-02-22 21:57:04
198,2026-02-22T19:57:24.5613639+00:00,2026-02-22 21:57:24
199,2026-02-22T19:57:44.8535372+00:00,2026-02-22 21:57:44
200,2026-02-22T19:58:04.7606183+00:00,2026-02-22 21:58:04
201,2026-02-22T19:58:25.0483038+00:00,2026-02-22 21:58:25
202,2026-02-22T19:58:43.8912768+00:00,2026-02-22 21:58:43
203,2026-02-22T19:59:04.4139925+00:00,2026-02-22 21:59:04
204,2026-02-22T19:59:26.6420327+00:00,2026-02-22 21:59:26
205,2026-02-22T19:59:47.3923136+00:00,2026-02-22 21:59:47
206,2026-02-22T20:00:06.1691422+00:00,2026-02-22 22:00:06
207,2026-02-22T20:00:26.6000073+00:00,2026-02-22 22:00:26
208,2026-02-22T20:00:46.8639628+00:00,2026-02-22 22:00:46
209,2026-02-22T20:01:06.4927658+00:00,2026-02-22 22:01:06
210,2026-02-22T20:01:26.5386518+00:00,2026-02-22 22:01:26
211,2026-02-22T20:01:46.5744066+00:00,2026-02-22 22:01:46
212,2026-02-22T20:02:07.4677976+00:00,2026-02-22 22:02:07
213,2026-02-22T20:02:27.8975697+00:00,2026-02-22 22:02:27
214,2026-02-22T20:02:48.9863669+00:00,2026-02-22 22:02:48
215,2026-02-22T20:03:09.7273113+00:00,2026-02-22 22:03:09
216,2026-02-22T20:03:30.4339436+00:00,2026-02-22 22:03:30
217,2026-02-22T20:03:50.4438584+00:00,2026-02-22 22:03:50
218,2026-02-22T20:04:11.3777708+00:00,2026-02-22 22:04:11
219,2026-02-22T20:04:31.8564861+00:00,2026-02-22 22:04:31
220,2026-02-22T20:04:52.6818314+00:00,2026-02-22 22:04:52
221,2026-02-22T20:05:13.8643511+00:00,2026-02-22 22:05:13
222,2026-02-22T20:05:34.8342211+00:00,2026-02-22 22:05:34
223,2026-02-22T20:05:56.0219406+00:00,2026-02-22 22:05:56
224,2026-02-22T20:06:16.3485873+00:00,2026-02-22 22:06:16
225,2026-02-22T20:06:36.8110166+00:00,2026-02-22 22:06:36
226,2026-02-22T20:06:57.3294417+00:00,2026-02-22 22:06:57
227,2026-02-22T20:07:18.0716638+00:00,2026-02-22 22:07:18
228,2026-02-22T20:07:39.2326137+00:00,2026-02-22 22:07:39
229,2026-02-22T20:08:00.6730747+00:00,2026-02-22 22:08:00
230,2026-02-22T20:08:20.6696219+00:00,2026-02-22 22:08:20
231,2026-02-22T20:08:41.9549928+00:00,2026-02-22 22:08:41
232,2026-02-22T20:09:01.7741531+00:00,2026-02-22 22:09:01
233,2026-02-22T20:09:22.2531466+00:00,2026-02-22 22:09:22
234,2026-02-22T20:09:41.9940358+00:00,2026-02-22 22:09:41
235,2026-02-22T20:10:01.5183774+00:00,2026-02-22 22:10:01
236,2026-02-22T20:10:21.1637012+00:00,2026-02-22 22:10:21
237,2026-02-22T20:10:41.1740642+00:00,2026-02-22 22:10:41
238,2026-02-22T20:11:00.8562272+00:00,2026-02-22 22:11:00
239,2026-02-22T20:11:20.7757781+00:00,2026-02-22 22:11:20
240,2026-02-22T20:11:40.6723784+00:00,2026-02-22 22:11:40
241,2026-02-22T20:12:00.4904660+00:00,2026-02-22 22:12:00
242,2026-02-22T20:12:20.3026414+00:00,2026-02-22 22:12:20
243,2026-02-22T20:12:40.2182817+00:00,2026-02-22 22:12:40
244,2026-02-22T20:13:00.5111126+00:00,2026-02-22 22:13:00
245,2026-02-22T20:13:17.9877052+00:00,2026-02-22 22:13:17
246,2026-02-22T20:13:35.3034410+00:00,2026-02-22 22:13:35
247,2026-02-22T20:13:52.8242288+00:00,2026-02-22 22:13:52
248,2026-02-22T20:14:10.1769183+00:00,2026-02-22 22:14:10
249,2026-02-22T20:14:27.6087963+00:00,2026-02-22 22:14:27
250,2026-02-22T20:14:45.0283317+00:00,2026-02-22 22:14:45
251,2026-02-22T20:15:02.4559736+00:00,2026-02-22 22:15:02
252,2026-02-22T20:15:19.7595135+00:00,2026-02-22 22:15:19
253,2026-02-22T20:15:37.1193631+00:00,2026-02-22 22:15:37
254,2026-02-22T20:15:54.4672063+00:00,2026-02-22 22:15:54
255,2026-02-22T20:16:11.8168381+00:00,2026-02-22 22:16:11
256,2026-02-22T20:16:29.3497612+00:00,2026-02-22 22:16:29
257,2026-02-22T20:16:46.8218962+00:00,2026-02-22 22:16:46
258,2026-02-22T20:17:04.3276810+00:00,2026-02-22 22:17:04
259,2026-02-22T20:17:21.6820095+00:00,2026-02-22 22:17:21
260,2026-02-22T20:17:39.2164468+00:00,2026-02-22 22:17:39
261,2026-02-22T20:17:56.8759036+00:00,2026-02-22 22:17:56
262,2026-02-22T20:18:14.7225567+00:00,2026-02-22 22:18:14
263,2026-02-22T20:18:35.0638144+00:00,2026-02-22 22:18:35
264,2026-02-22T20:18:55.7342728+00:00,2026-02-22 22:18:55
265,2026-02-22T20:19:15.7944992+00:00,2026-02-22 22:19:15
266,2026-02-22T20:19:36.3459658+00:00,2026-02-22 22:19:36
267,2026-02-22T20:19:56.3319360+00:00,2026-02-22 22:19:56
268,2026-02-22T20:20:15.8387168+00:00,2026-02-22 22:20:15
269,2026-02-22T20:20:35.1594209+00:00,2026-02-22 22:20:35
270,2026-02-22T20:20:56.1895905+00:00,2026-02-22 22:20:56
271,2026-02-22T20:21:16.3854548+00:00,2026-02-22 22:21:16
272,2026-02-22T20:21:35.1374817+00:00,2026-02-22 22:21:35
273,2026-02-22T20:21:53.5762834+00:00,2026-02-22 22:21:53
274,2026-02-22T20:22:12.2916200+00:00,2026-02-22 22:22:12
275,2026-02-22T20:22:31.0257273+00:00,2026-02-22 22:22:31
276,2026-02-22T20:22:49.3389874+00:00,2026-02-22 22:22:49
277,2026-02-22T20:23:10.1348565+00:00,2026-02-22 22:23:10
278,2026-02-22T20:23:29.1766162+00:00,2026-02-22 22:23:29
279,2026-02-22T20:23:47.9225054+00:00,2026-02-22 22:23:47
280,2026-02-22T20:24:07.1538469+00:00,2026-02-22 22:24:07
281,2026-02-22T20:24:28.2785367+00:00,2026-02-22 22:24:28
282,2026-02-22T20:24:48.2305033+00:00,2026-02-22 22:24:48
283,2026-02-22T20:25:06.8027518+00:00,2026-02-22 22:25:06
284,2026-02-22T20:25:24.2039343+00:00,2026-02-22 22:25:24
285,2026-02-22T20:25:41.5505773+00:00,2026-02-22 22:25:41
286,2026-02-22T20:25:58.7419091+00:00,2026-02-22 22:25:58
287,2026-02-22T20:26:16.0847380+00:00,2026-02-22 22:26:16
288,2026-02-22T20:26:33.3726289+00:00,2026-02-22 22:26:33
289,2026-02-22T20:26:50.6447305+00:00,2026-02-22 22:26:50
290,2026-02-22T20:27:07.9107528+00:00,2026-02-22 22:27:07
291,2026-02-22T20:27:25.2091471+00:00,2026-02-22 22:27:25
292,2026-02-22T20:27:42.4948153+00:00,2026-02-22 22:27:42
293,2026-02-22T20:27:59.6998953+00:00,2026-02-22 22:27:59
294,2026-02-22T20:28:16.9175904+00:00,2026-02-22 22:28:16
295,2026-02-22T20:28:34.2242990+00:00,2026-02-22 22:28:34
296,2026-02-22T20:28:51.7161003+00:00,2026-02-22 22:28:51
297,2026-02-22T20:29:09.0426343+00:00,2026-02-22 22:29:09
298,2026-02-22T20:29:26.3323922+00:00,2026-02-22 22:29:26
299,2026-02-22T20:29:43.6326263+00:00,2026-02-22 22:29:43
