t,norm_before,norm_after
282,1.000000E+000,1.000000E+000
283,1.000000E+000,1.000000E+000
284,1.000000E+000,1.000000E+000
285,1.000000E+000,1.000000E+000
286,1.000000E+000,1.000000E+000
287,1.000000E+000,1.000000E+000
288,1.000000E+000,1.000000E+000
289,1.000000E+000,1.000000E+000
290,1.000000E+000,1.000000E+000
291,1.000000E+000,1.000000E+000
292,1.000000E+000,1.000000E+000
293,1.000000E+000,1.000000E+000
294,1.000000E+000,1.000000E+000
295,1.000000E+000,1.000000E+000
296,1.000000E+000,1.000000E+000
297,1.000000E+000,1.000000E+000
298,1.000000E+000,1.000000E+000
299,1.000000E+000,1.000000E+000
